"Number";"Date";"Relative Pressure (hPa)";"Indoor Temp (°C)";"Indoor Hum (%)";"Outdoor Temp (°C)";"Outdoor Hum (%)";"Dewpoint (°C)";"Wind Chill (°C)";"Winds. (m/s)";"Wind Direction";"Gust (m/s)";"Relative Rain (mm)";"Total Rain (mm)"
"212";"22.11.2016 09:00";"1006.1";"19.0";"56";"6.4";"73";"1.9";"---";"---";"---";"---";"0.0";"0.0"
"213";"22.11.2016 09:10";"1006.2";"19.0";"56";"6.4";"73";"1.9";"---";"---";"---";"---";"0.0";"0.0"
"214";"22.11.2016 09:20";"1006.3";"19.0";"56";"6.6";"73";"2.1";"---";"---";"---";"---";"0.0";"0.0"
"215";"22.11.2016 09:30";"1006.3";"19.0";"56";"7.2";"73";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"216";"22.11.2016 09:40";"1006.4";"19.0";"56";"7.6";"72";"2.9";"---";"---";"---";"---";"0.0";"0.0"
"217";"22.11.2016 09:50";"1006.5";"19.0";"56";"7.9";"72";"3.2";"---";"---";"---";"---";"0.0";"0.0"
"218";"22.11.2016 10:00";"1006.5";"19.0";"56";"8.1";"72";"3.4";"---";"---";"---";"---";"0.0";"0.0"
"219";"22.11.2016 10:10";"1006.5";"19.2";"56";"8.2";"71";"3.3";"---";"---";"---";"---";"0.0";"0.0"
"220";"22.11.2016 10:20";"1006.5";"19.3";"55";"8.5";"71";"3.6";"---";"---";"---";"---";"0.0";"0.0"
"221";"22.11.2016 10:30";"1006.4";"19.4";"55";"8.9";"70";"3.7";"---";"---";"---";"---";"0.0";"0.0"
"222";"22.11.2016 10:40";"1006.4";"19.5";"55";"9.6";"70";"4.4";"---";"---";"---";"---";"0.0";"0.0"
"223";"22.11.2016 10:50";"1006.4";"19.6";"55";"10.4";"69";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"224";"22.11.2016 11:00";"1006.3";"19.8";"54";"11.0";"68";"5.3";"---";"---";"---";"---";"0.0";"0.0"
"225";"22.11.2016 11:10";"1006.3";"19.9";"54";"11.5";"68";"5.8";"---";"---";"---";"---";"0.0";"0.0"
"226";"22.11.2016 11:20";"1006.1";"20.0";"54";"11.9";"68";"6.2";"---";"---";"---";"---";"0.0";"0.0"
"227";"22.11.2016 11:30";"1006.1";"20.1";"54";"12.1";"67";"6.2";"---";"---";"---";"---";"0.0";"0.0"
"228";"22.11.2016 11:40";"1006.1";"20.2";"54";"11.6";"67";"5.7";"---";"---";"---";"---";"0.0";"0.0"
"229";"22.11.2016 11:50";"1006.0";"20.2";"54";"11.0";"67";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"230";"22.11.2016 12:00";"1006.0";"20.3";"54";"10.6";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"231";"22.11.2016 12:10";"1005.9";"20.4";"54";"10.4";"68";"4.8";"---";"---";"---";"---";"0.0";"0.0"
"232";"22.11.2016 12:20";"1005.8";"20.4";"54";"10.3";"68";"4.7";"---";"---";"---";"---";"0.0";"0.0"
"233";"22.11.2016 12:30";"1005.9";"20.4";"54";"10.3";"68";"4.7";"---";"---";"---";"---";"0.0";"0.0"
"234";"22.11.2016 12:40";"1005.8";"20.4";"54";"10.3";"68";"4.7";"---";"---";"---";"---";"0.0";"0.0"
"235";"22.11.2016 12:50";"1005.7";"20.5";"54";"10.4";"68";"4.8";"---";"---";"---";"---";"0.0";"0.0"
"236";"22.11.2016 13:00";"1005.6";"20.4";"54";"10.4";"68";"4.8";"---";"---";"---";"---";"0.0";"0.0"
"237";"22.11.2016 13:10";"1005.4";"20.4";"54";"10.5";"68";"4.9";"---";"---";"---";"---";"0.0";"0.0"
"238";"22.11.2016 13:20";"1005.4";"20.4";"54";"10.6";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"239";"22.11.2016 13:30";"1005.4";"20.4";"54";"10.7";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"240";"22.11.2016 13:40";"1005.3";"20.3";"54";"10.7";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"241";"22.11.2016 13:50";"1005.2";"20.2";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"242";"22.11.2016 14:00";"1005.3";"20.1";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"243";"22.11.2016 14:10";"1005.3";"20.0";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"244";"22.11.2016 14:20";"1005.2";"20.0";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"245";"22.11.2016 14:30";"1005.3";"19.9";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"246";"22.11.2016 14:40";"1005.3";"19.8";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"247";"22.11.2016 14:50";"1005.2";"19.7";"55";"10.7";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"248";"22.11.2016 15:00";"1005.2";"19.6";"55";"10.7";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"249";"22.11.2016 15:10";"1005.2";"19.5";"55";"10.6";"68";"5.0";"---";"---";"---";"---";"0.0";"0.0"
"250";"22.11.2016 15:20";"1005.2";"19.3";"55";"10.5";"68";"4.9";"---";"---";"---";"---";"0.0";"0.0"
"251";"22.11.2016 15:30";"1005.1";"19.2";"55";"10.4";"68";"4.8";"---";"---";"---";"---";"0.0";"0.0"
"252";"22.11.2016 15:40";"1005.2";"19.0";"56";"10.3";"68";"4.7";"---";"---";"---";"---";"0.0";"0.0"
"253";"22.11.2016 15:50";"1005.2";"18.8";"56";"10.2";"67";"4.4";"---";"---";"---";"---";"0.0";"0.0"
"254";"22.11.2016 16:00";"1005.3";"18.7";"56";"10.0";"68";"4.4";"---";"---";"---";"---";"0.0";"0.0"
"255";"22.11.2016 16:10";"1005.3";"18.6";"56";"9.9";"68";"4.3";"---";"---";"---";"---";"0.0";"0.0"
"256";"22.11.2016 16:20";"1005.3";"18.4";"56";"9.6";"68";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"257";"22.11.2016 16:30";"1005.2";"18.2";"57";"9.5";"68";"3.9";"---";"---";"---";"---";"0.0";"0.0"
"258";"22.11.2016 16:40";"1005.1";"18.0";"57";"9.3";"68";"3.7";"---";"---";"---";"---";"0.0";"0.0"
"259";"22.11.2016 16:50";"1005.2";"17.9";"56";"9.1";"68";"3.5";"---";"---";"---";"---";"0.0";"0.0"
"260";"22.11.2016 17:00";"1005.3";"17.8";"57";"8.9";"69";"3.5";"---";"---";"---";"---";"0.0";"0.0"
"261";"22.11.2016 17:10";"1005.4";"17.7";"57";"8.8";"69";"3.4";"---";"---";"---";"---";"0.0";"0.0"
"262";"22.11.2016 17:20";"1005.5";"17.6";"57";"8.6";"69";"3.2";"---";"---";"---";"---";"0.0";"0.0"
"263";"22.11.2016 17:30";"1005.5";"17.6";"58";"8.4";"69";"3.1";"---";"---";"---";"---";"0.0";"0.0"
"264";"22.11.2016 17:40";"1005.5";"18.3";"57";"8.2";"70";"3.1";"---";"---";"---";"---";"0.0";"0.0"
"265";"22.11.2016 17:50";"1005.6";"18.8";"56";"8.0";"70";"2.9";"---";"---";"---";"---";"0.0";"0.0"
"266";"22.11.2016 18:00";"1005.7";"18.8";"56";"7.9";"70";"2.8";"---";"---";"---";"---";"0.0";"0.0"
"267";"22.11.2016 18:10";"1005.6";"18.6";"57";"7.8";"70";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"268";"22.11.2016 18:20";"1005.6";"18.4";"57";"7.8";"70";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"269";"22.11.2016 18:30";"1005.8";"18.2";"57";"7.7";"71";"2.8";"---";"---";"---";"---";"0.0";"0.0"
"270";"22.11.2016 18:40";"1005.9";"18.0";"58";"7.6";"71";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"271";"22.11.2016 18:50";"1006.0";"17.8";"58";"7.6";"71";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"272";"22.11.2016 19:00";"1006.0";"17.7";"58";"7.5";"71";"2.6";"---";"---";"---";"---";"0.0";"0.0"
"273";"22.11.2016 19:10";"1006.1";"17.6";"59";"7.4";"71";"2.5";"---";"---";"---";"---";"0.0";"0.0"
"274";"22.11.2016 19:20";"1006.1";"17.6";"60";"7.3";"71";"2.4";"---";"---";"---";"---";"0.0";"0.0"
"275";"22.11.2016 19:30";"1006.2";"17.5";"61";"7.2";"71";"2.3";"---";"---";"---";"---";"0.0";"0.0"
"276";"22.11.2016 19:40";"1006.1";"17.4";"61";"7.1";"72";"2.4";"---";"---";"---";"---";"0.0";"0.0"
"277";"22.11.2016 19:50";"1006.1";"17.4";"61";"7.0";"72";"2.3";"---";"---";"---";"---";"0.0";"0.0"
"278";"22.11.2016 20:00";"1006.2";"17.3";"61";"6.9";"72";"2.2";"---";"---";"---";"---";"0.0";"0.0"
"279";"22.11.2016 20:10";"1006.2";"17.2";"61";"6.8";"72";"2.1";"---";"---";"---";"---";"0.0";"0.0"
"280";"22.11.2016 20:20";"1006.2";"17.2";"61";"6.8";"72";"2.1";"---";"---";"---";"---";"0.0";"0.0"
"281";"22.11.2016 20:30";"1006.4";"17.1";"61";"6.7";"72";"2.0";"---";"---";"---";"---";"0.0";"0.0"
"282";"22.11.2016 20:40";"1006.5";"17.1";"62";"6.7";"72";"2.0";"---";"---";"---";"---";"0.0";"0.0"
"283";"22.11.2016 20:50";"1006.5";"17.0";"62";"6.6";"72";"1.9";"---";"---";"---";"---";"0.0";"0.0"
"284";"22.11.2016 21:00";"1006.4";"16.9";"62";"6.5";"71";"1.6";"---";"---";"---";"---";"0.0";"0.0"
"285";"22.11.2016 21:10";"1006.5";"16.9";"62";"6.4";"71";"1.5";"---";"---";"---";"---";"0.0";"0.0"
"286";"22.11.2016 21:20";"1006.5";"16.8";"62";"6.3";"71";"1.4";"---";"---";"---";"---";"0.0";"0.0"
"287";"22.11.2016 21:30";"1006.5";"16.8";"62";"6.2";"72";"1.5";"---";"---";"---";"---";"0.0";"0.0"
"288";"22.11.2016 21:40";"1006.5";"16.7";"62";"6.2";"72";"1.5";"---";"---";"---";"---";"0.0";"0.0"
"289";"22.11.2016 21:50";"1006.6";"16.7";"62";"6.1";"72";"1.4";"---";"---";"---";"---";"0.0";"0.0"
"290";"22.11.2016 22:00";"1006.5";"16.7";"62";"6.0";"72";"1.3";"---";"---";"---";"---";"0.0";"0.0"
"291";"22.11.2016 22:10";"1006.5";"16.6";"62";"5.9";"72";"1.2";"---";"---";"---";"---";"0.0";"0.0"
"292";"22.11.2016 22:20";"1006.4";"16.6";"62";"5.8";"72";"1.2";"---";"---";"---";"---";"0.0";"0.0"
"293";"22.11.2016 22:30";"1006.5";"16.6";"62";"5.7";"72";"1.1";"---";"---";"---";"---";"0.0";"0.0"
"294";"22.11.2016 22:40";"1006.5";"16.5";"62";"5.6";"72";"1.0";"---";"---";"---";"---";"0.0";"0.0"
"295";"22.11.2016 22:50";"1006.6";"16.5";"62";"5.6";"73";"1.1";"---";"---";"---";"---";"0.0";"0.0"
"296";"22.11.2016 23:00";"1006.6";"16.4";"62";"5.4";"73";"1.0";"---";"---";"---";"---";"0.0";"0.0"
"297";"22.11.2016 23:10";"1006.6";"16.4";"62";"5.4";"73";"1.0";"---";"---";"---";"---";"0.0";"0.0"
"298";"22.11.2016 23:20";"1006.7";"16.4";"62";"5.3";"73";"0.9";"---";"---";"---";"---";"0.0";"0.0"
"299";"22.11.2016 23:30";"1006.7";"16.4";"62";"5.3";"73";"0.9";"---";"---";"---";"---";"0.0";"0.0"
"300";"22.11.2016 23:40";"1006.5";"16.3";"62";"5.2";"73";"0.8";"---";"---";"---";"---";"0.0";"0.0"
"301";"22.11.2016 23:50";"1006.6";"16.3";"63";"5.2";"73";"0.8";"---";"---";"---";"---";"0.0";"0.0"
"302";"23.11.2016 00:00";"1006.6";"16.3";"62";"5.1";"73";"0.7";"---";"---";"---";"---";"0.0";"0.0"
"303";"23.11.2016 00:10";"1006.5";"16.2";"63";"4.9";"74";"0.7";"---";"---";"---";"---";"0.0";"0.0"
"304";"23.11.2016 00:20";"1006.6";"16.2";"63";"4.8";"74";"0.6";"---";"---";"---";"---";"0.0";"0.0"
"305";"23.11.2016 00:30";"1006.7";"16.2";"63";"4.8";"74";"0.6";"---";"---";"---";"---";"0.0";"0.0"
"306";"23.11.2016 00:40";"1006.8";"16.1";"63";"4.7";"74";"0.5";"---";"---";"---";"---";"0.0";"0.0"
"307";"23.11.2016 00:50";"1006.7";"16.1";"63";"4.7";"74";"0.5";"---";"---";"---";"---";"0.0";"0.0"
"308";"23.11.2016 01:00";"1006.7";"16.0";"63";"4.6";"74";"0.4";"---";"---";"---";"---";"0.0";"0.0"
"309";"23.11.2016 01:10";"1006.7";"16.0";"63";"4.5";"74";"0.3";"---";"---";"---";"---";"0.0";"0.0"
"310";"23.11.2016 01:20";"1006.7";"16.0";"63";"4.4";"74";"0.2";"---";"---";"---";"---";"0.0";"0.0"
"311";"23.11.2016 01:30";"1006.8";"16.0";"63";"4.4";"74";"0.2";"---";"---";"---";"---";"0.0";"0.0"
"312";"23.11.2016 01:40";"1006.9";"16.0";"63";"4.3";"74";"0.1";"---";"---";"---";"---";"0.0";"0.0"
"313";"23.11.2016 01:50";"1006.9";"16.0";"63";"4.2";"74";"-0.0";"---";"---";"---";"---";"0.0";"0.0"
"314";"23.11.2016 02:00";"1006.9";"15.9";"63";"4.1";"74";"-0.1";"---";"---";"---";"---";"0.0";"0.0"
"315";"23.11.2016 02:10";"1006.9";"15.9";"63";"4.1";"74";"-0.1";"---";"---";"---";"---";"0.0";"0.0"
"316";"23.11.2016 02:20";"1006.8";"15.9";"63";"4.0";"74";"-0.2";"---";"---";"---";"---";"0.0";"0.0"
"317";"23.11.2016 02:30";"1006.8";"15.8";"63";"4.0";"74";"-0.2";"---";"---";"---";"---";"0.0";"0.0"
"318";"23.11.2016 02:40";"1006.8";"15.8";"63";"3.9";"74";"-0.3";"---";"---";"---";"---";"0.0";"0.0"
"319";"23.11.2016 02:50";"1006.8";"15.8";"63";"3.9";"75";"-0.1";"---";"---";"---";"---";"0.0";"0.0"
"320";"23.11.2016 03:00";"1006.8";"15.7";"63";"3.8";"75";"-0.2";"---";"---";"---";"---";"0.0";"0.0"
"321";"23.11.2016 03:10";"1006.8";"15.7";"63";"3.8";"75";"-0.2";"---";"---";"---";"---";"0.0";"0.0"
"322";"23.11.2016 03:20";"1006.6";"15.7";"63";"3.8";"75";"-0.2";"---";"---";"---";"---";"0.0";"0.0"
"323";"23.11.2016 03:30";"1006.7";"15.6";"63";"3.7";"75";"-0.3";"---";"---";"---";"---";"0.0";"0.0"
"324";"23.11.2016 03:40";"1006.7";"15.6";"63";"3.6";"75";"-0.4";"---";"---";"---";"---";"0.0";"0.0"
"325";"23.11.2016 03:50";"1006.6";"15.6";"63";"3.6";"75";"-0.4";"---";"---";"---";"---";"0.0";"0.0"
"326";"23.11.2016 04:00";"1006.6";"15.6";"63";"3.5";"75";"-0.5";"---";"---";"---";"---";"0.0";"0.0"
"327";"23.11.2016 04:10";"1006.7";"15.6";"63";"3.4";"75";"-0.6";"---";"---";"---";"---";"0.0";"0.0"
"328";"23.11.2016 04:20";"1006.8";"15.5";"64";"3.3";"75";"-0.7";"---";"---";"---";"---";"0.0";"0.0"
"329";"23.11.2016 04:30";"1006.8";"15.5";"64";"3.2";"75";"-0.8";"---";"---";"---";"---";"0.0";"0.0"
"330";"23.11.2016 04:40";"1006.8";"15.5";"64";"3.1";"75";"-0.9";"---";"---";"---";"---";"0.0";"0.0"
"331";"23.11.2016 04:50";"1006.8";"15.5";"64";"3.0";"75";"-1.0";"---";"---";"---";"---";"0.0";"0.0"
"332";"23.11.2016 05:00";"1006.8";"15.4";"64";"2.9";"75";"-1.1";"---";"---";"---";"---";"0.0";"0.0"
"333";"23.11.2016 05:10";"1006.8";"15.4";"64";"2.8";"76";"-1.0";"---";"---";"---";"---";"0.0";"0.0"
"334";"23.11.2016 05:20";"1006.8";"15.4";"64";"2.8";"76";"-1.0";"---";"---";"---";"---";"0.0";"0.0"
"335";"23.11.2016 05:30";"1006.8";"15.4";"64";"2.8";"76";"-1.0";"---";"---";"---";"---";"0.0";"0.0"
"336";"23.11.2016 05:40";"1006.9";"15.4";"64";"2.7";"76";"-1.1";"---";"---";"---";"---";"0.0";"0.0"
"337";"23.11.2016 05:50";"1006.9";"15.3";"64";"2.6";"76";"-1.2";"---";"---";"---";"---";"0.0";"0.0"
"338";"23.11.2016 06:00";"1007.0";"15.3";"64";"2.6";"76";"-1.2";"---";"---";"---";"---";"0.0";"0.0"
"339";"23.11.2016 06:10";"1007.0";"15.3";"64";"2.5";"76";"-1.3";"---";"---";"---";"---";"0.0";"0.0"
"340";"23.11.2016 06:20";"1007.0";"15.3";"64";"2.4";"75";"-1.6";"---";"---";"---";"---";"0.0";"0.0"
"341";"23.11.2016 06:30";"1007.2";"15.2";"64";"2.4";"75";"-1.6";"---";"---";"---";"---";"0.0";"0.0"
"342";"23.11.2016 06:40";"1007.4";"15.2";"64";"2.3";"75";"-1.7";"---";"---";"---";"---";"0.0";"0.0"
"343";"23.11.2016 06:50";"1007.3";"15.2";"64";"2.4";"75";"-1.6";"---";"---";"---";"---";"0.0";"0.0"
"344";"23.11.2016 07:00";"1007.4";"15.2";"64";"2.4";"76";"-1.4";"---";"---";"---";"---";"0.0";"0.0"
"345";"23.11.2016 07:10";"1007.5";"15.2";"64";"2.4";"76";"-1.4";"---";"---";"---";"---";"0.0";"0.0"
"346";"23.11.2016 07:20";"1007.6";"15.2";"64";"2.4";"76";"-1.4";"---";"---";"---";"---";"0.0";"0.0"
"347";"23.11.2016 07:30";"1007.6";"15.2";"64";"2.4";"76";"-1.4";"---";"---";"---";"---";"0.0";"0.0"
"348";"23.11.2016 07:40";"1007.8";"15.2";"64";"2.5";"77";"-1.1";"---";"---";"---";"---";"0.0";"0.0"
"349";"23.11.2016 07:50";"1007.9";"15.3";"64";"2.7";"77";"-0.9";"---";"---";"---";"---";"0.0";"0.0"
"350";"23.11.2016 08:00";"1007.9";"15.4";"64";"2.8";"77";"-0.8";"---";"---";"---";"---";"0.0";"0.0"
"351";"23.11.2016 08:10";"1007.9";"15.6";"63";"3.0";"77";"-0.6";"---";"---";"---";"---";"0.0";"0.0"
"352";"23.11.2016 08:20";"1008.2";"15.8";"63";"3.4";"76";"-0.4";"---";"---";"---";"---";"0.0";"0.0"
"353";"23.11.2016 08:30";"1008.3";"16.8";"61";"4.0";"76";"0.2";"---";"---";"---";"---";"0.0";"0.0"
"354";"23.11.2016 08:40";"1008.4";"17.9";"58";"4.8";"75";"0.8";"---";"---";"---";"---";"0.0";"0.0"
"355";"23.11.2016 08:50";"1008.5";"18.4";"57";"5.3";"74";"1.0";"---";"---";"---";"---";"0.0";"0.0"
"356";"23.11.2016 09:00";"1008.5";"18.8";"56";"5.7";"74";"1.4";"---";"---";"---";"---";"0.0";"0.0"
"357";"23.11.2016 09:10";"1008.7";"19.1";"55";"5.9";"73";"1.4";"---";"---";"---";"---";"0.0";"0.0"
"358";"23.11.2016 09:20";"1008.6";"19.2";"55";"6.2";"73";"1.7";"---";"---";"---";"---";"0.0";"0.0"
"359";"23.11.2016 09:30";"1008.6";"19.1";"55";"6.7";"73";"2.2";"---";"---";"---";"---";"0.0";"0.0"
"360";"23.11.2016 09:40";"1008.5";"19.0";"55";"7.2";"72";"2.5";"---";"---";"---";"---";"0.0";"0.0"
"361";"23.11.2016 09:50";"1008.6";"19.0";"55";"7.5";"72";"2.8";"---";"---";"---";"---";"0.0";"0.0"
"362";"23.11.2016 10:00";"1008.5";"18.9";"55";"7.8";"72";"3.1";"---";"---";"---";"---";"0.0";"0.0"
"363";"23.11.2016 10:10";"1008.4";"18.9";"55";"8.0";"71";"3.1";"---";"---";"---";"---";"0.0";"0.0"
"364";"23.11.2016 10:20";"1008.4";"19.0";"55";"8.2";"71";"3.3";"---";"---";"---";"---";"0.0";"0.0"
"365";"23.11.2016 10:30";"1008.3";"19.2";"54";"8.7";"70";"3.5";"---";"---";"---";"---";"0.0";"0.0"
"366";"23.11.2016 10:40";"1008.2";"19.2";"54";"9.2";"69";"3.8";"---";"---";"---";"---";"0.0";"0.0"
"367";"23.11.2016 10:50";"1008.2";"19.4";"54";"10.1";"68";"4.5";"---";"---";"---";"---";"0.0";"0.0"
"368";"23.11.2016 11:00";"1008.0";"19.5";"54";"10.8";"68";"5.1";"---";"---";"---";"---";"0.0";"0.0"
"369";"23.11.2016 11:10";"1008.0";"19.6";"54";"11.3";"68";"5.6";"---";"---";"---";"---";"0.0";"0.0"
"370";"23.11.2016 11:20";"1008.0";"19.7";"54";"11.5";"67";"5.6";"---";"---";"---";"---";"0.0";"0.0"
"371";"23.11.2016 11:30";"1007.9";"19.8";"54";"11.7";"67";"5.8";"---";"---";"---";"---";"0.0";"0.0"
"372";"23.11.2016 11:40";"1007.9";"19.8";"54";"11.1";"67";"5.2";"---";"---";"---";"---";"0.0";"0.0"
"373";"23.11.2016 11:50";"1007.8";"19.9";"54";"10.3";"67";"4.5";"---";"---";"---";"---";"0.0";"0.0"
"374";"23.11.2016 12:00";"1007.7";"20.0";"54";"9.9";"67";"4.1";"---";"---";"---";"---";"0.0";"0.0"
"375";"23.11.2016 12:10";"1007.7";"20.0";"54";"9.6";"67";"3.8";"---";"---";"---";"---";"0.0";"0.0"
"376";"23.11.2016 12:20";"1007.6";"20.0";"54";"9.6";"67";"3.8";"---";"---";"---";"---";"0.0";"0.0"
"377";"23.11.2016 12:30";"1007.5";"20.0";"54";"9.6";"67";"3.8";"---";"---";"---";"---";"0.0";"0.0"
"378";"23.11.2016 12:40";"1007.5";"20.0";"54";"9.5";"68";"3.9";"---";"---";"---";"---";"0.0";"0.0"
"379";"23.11.2016 12:50";"1007.4";"20.1";"54";"9.6";"68";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"380";"23.11.2016 13:00";"1007.3";"20.0";"54";"9.6";"68";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"381";"23.11.2016 13:10";"1007.3";"20.0";"54";"9.6";"68";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"382";"23.11.2016 13:20";"1007.2";"20.0";"54";"9.6";"68";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"383";"23.11.2016 13:30";"1007.1";"19.9";"54";"9.7";"68";"4.1";"---";"---";"---";"---";"0.0";"0.0"
"384";"23.11.2016 13:40";"1007.0";"19.9";"54";"9.8";"67";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"385";"23.11.2016 13:50";"1007.0";"19.8";"54";"9.9";"67";"4.1";"---";"---";"---";"---";"0.0";"0.0"
"386";"23.11.2016 14:00";"1007.0";"19.7";"54";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"387";"23.11.2016 14:10";"1007.0";"19.6";"54";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"388";"23.11.2016 14:20";"1007.0";"19.6";"54";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"389";"23.11.2016 14:30";"1006.9";"19.5";"54";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"390";"23.11.2016 14:40";"1006.8";"19.4";"55";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"391";"23.11.2016 14:50";"1006.9";"19.2";"55";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"392";"23.11.2016 15:00";"1006.9";"19.2";"55";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"393";"23.11.2016 15:10";"1006.9";"19.0";"55";"10.0";"67";"4.2";"---";"---";"---";"---";"0.0";"0.0"
"394";"23.11.2016 15:20";"1006.8";"19.1";"55";"9.9";"67";"4.1";"---";"---";"---";"---";"0.0";"0.0"
"395";"23.11.2016 15:30";"1006.8";"19.6";"54";"9.8";"67";"4.0";"---";"---";"---";"---";"0.0";"0.0"
"396";"23.11.2016 15:40";"1006.9";"20.0";"53";"9.6";"67";"3.8";"---";"---";"---";"---";"0.0";"0.0"
"397";"23.11.2016 15:50";"1006.9";"19.8";"53";"9.5";"67";"3.7";"---";"---";"---";"---";"0.0";"0.0"
"398";"23.11.2016 16:00";"1006.9";"19.6";"54";"9.3";"68";"3.7";"---";"---";"---";"---";"0.0";"0.0"
"399";"23.11.2016 16:10";"1006.8";"19.2";"54";"9.2";"68";"3.6";"---";"---";"---";"---";"0.0";"0.0"
"400";"23.11.2016 16:20";"1006.8";"19.0";"55";"9.0";"68";"3.4";"---";"---";"---";"---";"0.0";"0.0"
"401";"23.11.2016 16:30";"1006.9";"18.7";"55";"8.8";"68";"3.2";"---";"---";"---";"---";"0.0";"0.0"
"402";"23.11.2016 16:40";"1006.7";"18.4";"55";"8.6";"68";"3.0";"---";"---";"---";"---";"0.0";"0.0"
"403";"23.11.2016 16:50";"1006.8";"18.2";"56";"8.5";"68";"2.9";"---";"---";"---";"---";"0.0";"0.0"
"404";"23.11.2016 17:00";"1006.8";"18.0";"56";"8.4";"69";"3.1";"---";"---";"---";"---";"0.0";"0.0"
"405";"23.11.2016 17:10";"1006.9";"17.8";"56";"8.2";"69";"2.9";"---";"---";"---";"---";"0.0";"0.0"
"406";"23.11.2016 17:20";"1006.9";"17.7";"56";"8.0";"69";"2.7";"---";"---";"---";"---";"0.0";"0.0"
"407";"23.11.2016 17:30";"1006.8";"17.6";"57";"7.9";"69";"2.6";"---";"---";"---";"---";"0.0";"0.0"
"408";"23.11.2016 17:40";"1007.0";"17.5";"57";"7.7";"69";"2.4";"---";"---";"---";"---";"0.0";"0.0"
"409";"23.11.2016 17:50";"1007.0";"17.4";"57";"7.5";"70";"2.4";"---";"---";"---";"---";"0.0";"0.0"
"410";"23.11.2016 18:00";"1007.0";"17.2";"57";"7.3";"70";"2.2";"---";"---";"---";"---";"0.0";"0.0"
"411";"23.11.2016 18:10";"1006.9";"17.2";"58";"7.2";"70";"2.1";"---";"---";"---";"---";"0.0";"0.0"
"412";"23.11.2016 18:20";"1006.9";"17.1";"58";"7.0";"70";"1.9";"---";"---";"---";"---";"0.0";"0.0"
"413";"23.11.2016 18:30";"1007.1";"17.1";"58";"6.8";"71";"1.9";"---";"---";"---";"---";"0.0";"0.0"
"414";"23.11.2016 18:40";"1007.1";"17.0";"58";"6.7";"71";"1.8";"---";"---";"---";"---";"0.0";"0.0"
"415";"23.11.2016 18:50";"1007.2";"16.9";"58";"6.5";"70";"1.4";"---";"---";"---";"---";"0.0";"0.0"
"416";"23.11.2016 19:00";"1007.2";"17.2";"62";"6.4";"71";"1.5";"---";"---";"---";"---";"0.0";"0.0"
"417";"23.11.2016 19:10";"1007.2";"17.9";"60";"6.2";"71";"1.3";"---";"---";"---";"---";"0.0";"0.0"
"418";"23.11.2016 19:20";"1007.4";"18.4";"60";"6.1";"71";"1.2";"---";"---";"---";"---";"0.0";"0.0"
"419";"23.11.2016 19:30";"1007.4";"18.3";"59";"6.0";"71";"1.1";"---";"---";"---";"---";"0.0";"0.0"
"420";"23.11.2016 19:40";"1007.3";"18.2";"60";"6.0";"71";"1.1";"---";"---";"---";"---";"0.0";"0.0"
"421";"23.11.2016 19:50";"1007.3";"18.0";"60";"5.9";"71";"1.1";"---";"---";"---";"---";"0.0";"0.0"
"422";"23.11.2016 20:00";"1007.2";"18.0";"60";"5.8";"71";"1.0";"---";"---";"---";"---";"0.0";"0.0"
"423";"23.11.2016 20:10";"1007.2";"17.8";"60";"5.7";"71";"0.9";"---";"---";"---";"---";"0.0";"0.0"
